age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
55,False,Travel_Rarely,Research & Development,14,4,Unknown,254,3,Male,4,5,Research Director,2,Single,18722.0,13339,8,False,11,3,4,36,3,3,24,15,2,15.0
34,False,Travel_Frequently,Research & Development,2,1,Life Sciences,256,4,Male,2,2,Manufacturing Director,3,Unknown,9547.0,14074,1,False,17,3,3,10,2,2,10,9,1,9.0
51,False,Travel_Rarely,Research & Development,3,3,Medical,258,4,Female,3,4,Healthcare Representative,2,Single,13734.0,7192,3,False,18,3,3,21,6,3,7,7,1,0.0
52,False,Travel_Rarely,Research & Development,1,4,Life Sciences,259,3,Male,2,5,Manager,3,Married,19999.0,5678,0,False,14,3,1,34,5,3,33,18,11,9.0
27,False,Travel_Rarely,Research & Development,9,3,Medical,260,4,Female,3,1,Research Scientist,2,Single,2279.0,11781,1,False,16,3,4,7,2,2,7,7,0,3.0
43,False,Non_Travel,Research & Development,7,3,Medical,262,4,Male,4,1,Research Scientist,4,Divorced,2089.0,5228,4,False,14,3,4,7,3,4,5,4,2,2.0
45,False,Non_Travel,Research & Development,2,2,Medical,264,1,Male,2,4,Manager,4,Unknown,16792.0,20462,9,False,23,4,4,22,1,3,20,8,11,8.0
37,False,Travel_Rarely,Research & Development,21,3,Life Sciences,267,2,Male,4,1,Research Scientist,1,Married,3564.0,22977,1,True,12,3,1,8,3,2,8,7,1,7.0
35,False,Travel_Frequently,Research & Development,2,3,Medical,269,2,Female,3,2,Laboratory Technician,2,Single,4425.0,15986,5,False,11,3,4,10,5,3,6,2,1,2.0
42,False,Non_Travel,Research & Development,21,2,Medical,270,3,Female,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,False,16,3,2,11,5,3,5,3,0,2.0
38,False,Travel_Rarely,Research & Development,2,4,Life Sciences,271,4,Male,3,2,Manufacturing Director,3,Married,6553.0,7259,9,False,14,3,2,14,3,3,1,0,0,0.0
38,False,Travel_Rarely,Research & Development,29,3,Technical Degree,273,4,Male,3,2,Manufacturing Director,4,Married,6261.0,4185,3,False,18,3,1,9,3,1,7,7,1,7.0
27,False,Travel_Frequently,Research & Development,1,1,Technical Degree,274,3,Male,2,2,Manufacturing Director,1,Married,4298.0,9679,5,False,19,3,3,6,1,3,2,2,2,0.0
49,False,Non_Travel,Research & Development,18,4,Unknown,275,4,Male,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,True,15,3,1,7,0,3,7,7,1,7.0
34,False,Travel_Frequently,Research & Development,10,4,Medical,277,4,Male,3,1,Research Scientist,3,Unknown,3815.0,5972,1,True,17,3,4,5,4,4,5,3,2,0.0
40,False,Travel_Rarely,Research & Development,19,2,Medical,281,3,Male,3,2,Laboratory Technician,4,Married,2741.0,16523,8,True,15,3,3,15,2,4,7,2,3,7.0
22,False,Travel_Rarely,Research & Development,5,3,Life Sciences,284,4,Male,4,1,Research Scientist,2,Divorced,2328.0,12392,1,True,16,3,1,4,2,2,4,2,2,2.0
36,False,Travel_Frequently,Research & Development,18,1,Medical,286,2,Female,3,1,Laboratory Technician,4,Single,2153.0,7703,1,False,13,3,1,8,2,3,8,1,1,7.0
40,False,Non_Travel,Research & Development,9,5,Life Sciences,287,4,Male,2,2,Healthcare Representative,4,Married,4876.0,14242,9,False,14,3,4,5,5,1,3,2,0,2.0
46,False,Travel_Rarely,Research & Development,1,4,Medical,288,4,Male,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,False,16,3,3,17,3,3,4,2,0,3.0
30,False,Travel_Rarely,Research & Development,1,1,Life Sciences,292,3,Male,2,3,Manufacturing Director,3,Single,8474.0,20925,1,False,22,4,3,12,2,3,11,8,5,8.0
27,False,Travel_Frequently,Sales,20,3,Unknown,293,4,Female,3,2,Sales Executive,3,Single,9981.0,12916,1,False,14,3,4,7,2,3,7,7,0,7.0
51,False,Travel_Rarely,Research & Development,8,4,Life Sciences,296,2,Male,2,3,Research Director,2,Married,12490.0,15736,5,False,16,3,4,16,5,1,10,9,4,7.0
41,False,Travel_Rarely,Sales,6,3,Life Sciences,298,4,Female,3,3,Manager,4,Single,13591.0,14674,3,True,18,3,3,16,3,3,1,0,0,0.0
45,False,Non_Travel,Sales,6,3,Medical,302,4,Female,2,3,Sales Executive,4,Single,8865.0,16840,6,False,12,3,4,23,2,3,19,7,12,8.0
54,False,Travel_Rarely,Sales,3,3,Marketing,303,4,Female,3,2,Sales Executive,1,Married,5940.0,17011,2,False,14,3,4,16,4,3,6,2,0,5.0
36,False,Travel_Rarely,Research & Development,5,2,Life Sciences,304,4,Male,3,2,Laboratory Technician,2,Single,5914.0,9945,8,False,16,3,4,16,3,4,13,11,3,7.0
33,False,Travel_Rarely,Research & Development,4,4,Medical,305,3,Female,2,1,Research Scientist,2,Married,2622.0,13248,6,False,21,4,4,7,3,3,3,2,1,1.0
37,False,Travel_Frequently,Research & Development,11,3,Other,306,2,Male,3,3,Research Director,4,Divorced,12185.0,10056,1,True,14,3,3,10,1,3,10,8,0,7.0
38,False,Travel_Rarely,Sales,3,3,Life Sciences,307,1,Male,3,3,Sales Executive,3,Unknown,10609.0,9647,0,False,12,3,3,17,6,2,16,10,5,13.0
37,False,Non_Travel,Research & Development,1,4,Medical,308,3,Male,1,2,Manufacturing Director,3,Married,4345.0,4381,0,False,12,3,4,6,2,3,5,4,1,4.0
59,False,Travel_Rarely,Research & Development,3,3,Life Sciences,309,3,Male,2,1,Research Scientist,4,Married,2177.0,8456,3,False,17,3,1,7,6,3,1,0,0,0.0
37,False,Travel_Frequently,Sales,4,4,Marketing,311,1,Male,3,1,Sales Representative,4,Divorced,2793.0,2539,4,False,17,3,3,13,2,3,9,8,5,8.0
29,False,Travel_Frequently,Sales,1,1,Medical,312,2,Female,3,3,Sales Executive,4,Married,7918.0,6599,1,False,14,3,4,11,5,3,11,10,4,1.0
35,False,Travel_Frequently,Sales,1,3,Marketing,314,3,Female,3,3,Sales Executive,3,Single,4907.0,9096,1,False,14,3,1,10,3,4,10,7,0,8.0
52,False,Travel_Rarely,Research & Development,2,3,Life Sciences,316,3,Female,2,1,Laboratory Technician,4,Single,3212.0,3300,7,False,15,3,2,6,3,2,2,2,2,2.0
42,False,Travel_Rarely,Research & Development,4,2,Technical Degree,319,3,Male,3,5,Manager,4,Married,19232.0,4933,1,False,11,3,4,22,3,3,22,17,11,3.0
59,False,Travel_Rarely,Human Resources,6,2,Medical,321,2,Male,3,1,Human Resources,3,Married,2267.0,25657,8,False,17,3,4,7,2,2,2,2,2,2.0
50,False,Travel_Rarely,Sales,1,4,Medical,323,4,Female,3,5,Manager,4,Divorced,19517.0,24118,3,False,11,3,3,32,3,2,7,0,0,6.0
43,False,Travel_Rarely,Sales,16,3,Marketing,327,4,Female,3,4,Manager,4,Married,16064.0,7744,5,True,22,4,3,22,3,3,17,13,1,9.0
37,False,Non_Travel,Sales,2,4,Life Sciences,329,1,Male,2,5,Manager,3,Single,19068.0,21030,1,True,18,3,4,33,2,4,33,7,15,3.0
32,False,Travel_Rarely,Sales,4,2,Life Sciences,330,3,Female,3,1,Sales Representative,2,Married,3931.0,20990,2,False,11,3,1,6,5,3,4,3,1,2.0
39,False,Travel_Rarely,Research & Development,1,4,Medical,332,3,Female,3,1,Laboratory Technician,3,Unknown,2232.0,15417,7,False,14,3,3,7,1,3,3,2,1,2.0
32,False,Non_Travel,Sales,26,4,Marketing,333,3,Male,3,2,Sales Executive,4,Married,4465.0,12069,0,False,18,3,1,4,2,3,3,2,2,2.0
41,False,Travel_Rarely,Research & Development,19,2,Life Sciences,334,3,Male,3,2,Research Scientist,1,Divorced,3072.0,19877,2,False,16,3,1,17,2,2,1,0,0,0.0
40,False,Travel_Rarely,Research & Development,24,2,Technical Degree,335,1,Male,3,2,Research Scientist,4,Divorced,3319.0,24447,1,False,17,3,1,9,3,3,9,8,4,7.0
45,False,Travel_Rarely,Research & Development,1,3,Other,336,3,Male,4,5,Manager,4,Married,19202.0,15970,0,False,11,3,3,25,2,3,24,0,1,7.0
31,False,Travel_Frequently,Research & Development,3,4,Medical,337,2,Male,3,3,Research Director,3,Unknown,13675.0,13523,9,False,12,3,1,9,3,3,2,2,2,2.0
33,False,Travel_Rarely,Research & Development,5,4,Life Sciences,338,3,Female,2,1,Research Scientist,4,Married,2911.0,14776,1,False,13,3,3,2,2,2,2,2,0,2.0
34,False,Travel_Rarely,Research & Development,2,4,Life Sciences,339,4,Male,2,2,Manufacturing Director,1,Married,5957.0,23687,6,False,13,3,2,13,3,3,11,9,5,9.0
37,False,Travel_Rarely,Research & Development,1,2,Medical,340,3,Female,2,1,Research Scientist,1,Married,3920.0,18697,2,False,14,3,1,17,2,2,3,1,0,2.0
45,False,Travel_Frequently,Research & Development,7,4,Life Sciences,341,1,Male,4,2,Manufacturing Director,3,Unknown,6434.0,5118,4,False,17,3,4,9,1,3,3,2,0,2.0
39,False,Travel_Frequently,Research & Development,2,4,Technical Degree,343,3,Female,3,3,Healthcare Representative,3,Single,10938.0,6420,0,False,25,4,4,20,1,3,19,6,11,8.0
29,False,Travel_Rarely,Research & Development,15,3,Life Sciences,346,3,Male,3,1,Research Scientist,4,Single,2340.0,22673,1,False,19,3,1,6,1,3,6,5,1,5.0
42,False,Travel_Rarely,Research & Development,17,2,Life Sciences,347,4,Female,4,2,Research Scientist,1,Single,6545.0,23016,3,True,13,3,3,10,1,3,3,2,0,2.0
29,False,Travel_Rarely,Sales,20,2,Marketing,349,4,Male,3,2,Sales Executive,4,Divorced,6931.0,10732,2,False,14,3,4,10,2,3,3,2,0,2.0
25,False,Travel_Rarely,Research & Development,1,3,Life Sciences,350,1,Female,3,2,Manufacturing Director,3,Married,4898.0,7505,0,False,12,3,4,5,3,3,4,2,1,2.0
42,False,Travel_Rarely,Research & Development,2,3,Medical,351,4,Female,2,1,Laboratory Technician,1,Divorced,2593.0,8007,0,True,11,3,3,10,4,3,9,6,7,8.0
40,False,Travel_Rarely,Research & Development,2,2,Medical,352,1,Male,3,5,Research Director,3,Divorced,19436.0,5949,0,False,19,3,4,22,5,3,21,7,3,3.0
51,False,Travel_Rarely,Research & Development,1,3,Life Sciences,353,3,Male,3,1,Research Scientist,4,Married,2723.0,23231,1,False,11,3,2,1,0,2,1,0,0,0.0
32,False,Travel_Frequently,Research & Development,7,3,Life Sciences,359,2,Male,4,1,Laboratory Technician,2,Married,2794.0,26062,1,False,20,4,3,5,3,1,5,1,0,3.0
38,False,Travel_Rarely,Sales,2,2,Life Sciences,361,4,Male,2,2,Sales Executive,4,Married,5249.0,19682,3,False,18,3,4,13,0,3,8,7,7,5.0
32,False,Travel_Rarely,Research & Development,2,1,Unknown,362,4,Male,2,2,Laboratory Technician,1,Single,2176.0,19737,4,False,13,3,4,9,5,3,6,2,0,4.0
46,False,Travel_Rarely,Sales,2,3,Technical Degree,363,3,Female,1,4,Manager,2,Married,16872.0,14977,3,True,12,3,2,28,2,2,7,7,7,7.0
29,False,Travel_Rarely,Sales,2,3,Medical,366,1,Male,2,2,Sales Executive,2,Married,6644.0,3687,2,False,19,3,2,10,2,3,0,0,0,0.0
31,False,Travel_Rarely,Research & Development,23,3,Medical,367,2,Male,2,2,Healthcare Representative,4,Married,5582.0,14408,0,False,21,4,2,10,2,3,9,0,7,8.0
25,False,Non_Travel,Research & Development,5,2,Life Sciences,369,2,Male,4,2,Healthcare Representative,1,Divorced,4000.0,18384,1,False,12,3,4,6,2,3,6,3,1,5.0
45,False,Travel_Rarely,Research & Development,20,2,Medical,372,3,Male,3,4,Healthcare Representative,4,Married,13496.0,7501,0,True,14,3,2,21,2,3,20,7,4,10.0
36,False,Travel_Rarely,Research & Development,6,3,Life Sciences,373,4,Male,3,1,Laboratory Technician,4,Married,3210.0,20251,0,False,11,3,3,16,4,3,15,13,10,11.0
55,False,Travel_Rarely,Research & Development,1,3,Medical,374,4,Male,3,5,Manager,1,Single,19045.0,18938,0,True,14,3,3,37,2,3,36,10,4,13.0
28,False,Travel_Rarely,Research & Development,9,3,Medical,377,4,Male,3,1,Research Scientist,4,Married,2070.0,2613,1,False,23,4,4,5,3,2,5,2,0,4.0
37,False,Travel_Rarely,Sales,6,4,Medical,378,3,Male,3,2,Sales Executive,4,Married,6502.0,22825,4,False,14,3,2,7,3,4,5,4,0,1.0
21,False,Travel_Rarely,Research & Development,3,2,Medical,379,4,Male,2,1,Research Scientist,3,Single,3230.0,10531,1,False,17,3,1,3,4,4,3,2,1,0.0
37,False,Non_Travel,Research & Development,1,4,Medical,380,1,Female,3,3,Research Director,4,Divorced,13603.0,11677,2,True,18,3,1,15,2,3,5,2,0,2.0
35,False,Travel_Rarely,Research & Development,22,3,Life Sciences,381,2,Female,4,3,Manager,2,Divorced,11996.0,19100,7,False,18,3,2,10,6,2,7,7,6,2.0
38,False,Travel_Rarely,Sales,7,2,Medical,382,1,Female,4,2,Sales Executive,1,Divorced,5605.0,19191,1,True,24,4,3,8,3,3,8,0,7,7.0
37,False,Travel_Frequently,Research & Development,1,3,Life Sciences,384,3,Female,3,2,Manufacturing Director,2,Divorced,6397.0,26767,1,False,20,4,1,6,6,1,6,5,1,4.0
50,False,Travel_Rarely,Research & Development,4,1,Life Sciences,385,1,Male,3,5,Research Director,2,Divorced,19144.0,15815,3,False,14,3,1,28,4,2,10,4,1,6.0
53,False,Travel_Rarely,Research & Development,3,4,Medical,386,3,Male,3,4,Research Director,3,Unknown,17584.0,21016,3,True,16,3,4,21,5,2,5,3,1,3.0
42,False,Travel_Rarely,Sales,1,1,Life Sciences,387,2,Male,3,2,Sales Executive,3,Married,4907.0,24532,1,False,25,4,3,20,3,3,20,16,11,6.0
37,False,Travel_Frequently,Sales,2,2,Life Sciences,388,2,Male,3,2,Sales Executive,4,Unknown,4554.0,20260,1,False,18,3,1,10,3,2,10,7,0,9.0
37,False,Travel_Rarely,Research & Development,20,2,Technical Degree,389,2,Male,3,2,Laboratory Technician,4,Married,5415.0,15972,3,True,19,3,4,12,4,3,10,7,0,8.0
26,False,Travel_Frequently,Research & Development,11,2,Medical,390,1,Male,3,2,Healthcare Representative,1,Married,4741.0,22722,1,True,13,3,3,5,3,3,5,3,3,3.0
37,False,Travel_Rarely,Research & Development,1,3,Life Sciences,391,4,Female,3,1,Research Scientist,4,Single,2115.0,15881,1,False,12,3,2,17,3,3,17,12,5,7.0
38,False,Travel_Rarely,Research & Development,23,4,Life Sciences,393,4,Male,3,2,Healthcare Representative,4,Divorced,5745.0,18899,9,False,14,3,2,10,2,3,2,2,1,2.0
28,False,Travel_Rarely,Research & Development,8,2,Life Sciences,395,4,Female,3,1,Research Scientist,4,Single,3310.0,4488,1,False,21,4,4,5,3,3,5,3,0,2.0
49,False,Travel_Frequently,Research & Development,10,4,Life Sciences,396,3,Female,3,5,Research Director,1,Single,18665.0,25594,9,True,11,3,4,22,4,3,3,2,1,2.0
36,False,Travel_Rarely,Research & Development,3,3,Technical Degree,397,3,Male,3,2,Research Scientist,2,Single,4485.0,26285,4,False,12,3,4,10,2,3,8,0,7,7.0
31,False,Travel_Frequently,Sales,5,3,Marketing,399,4,Female,3,1,Sales Representative,2,Divorced,2789.0,3909,1,False,11,3,3,2,5,2,2,2,2,2.0
37,False,Travel_Frequently,Research & Development,9,3,Medical,403,2,Male,3,1,Research Scientist,4,Married,4907.0,11411,1,True,12,3,3,4,3,2,4,2,1,2.0
42,False,Travel_Frequently,Sales,26,3,Marketing,404,3,Female,3,4,Sales Executive,2,Married,13525.0,14864,5,False,14,3,4,23,2,4,20,4,4,8.0
35,False,Travel_Rarely,Sales,16,3,Marketing,406,3,Male,3,3,Sales Executive,2,Married,8020.0,5100,0,False,15,3,3,12,3,2,11,9,6,9.0
36,False,Travel_Frequently,Research & Development,18,4,Life Sciences,407,3,Male,4,1,Laboratory Technician,4,Married,3688.0,7122,4,False,18,3,4,4,2,3,1,0,0,0.0
51,False,Travel_Rarely,Research & Development,2,3,Medical,408,4,Male,1,2,Manufacturing Director,2,Divorced,5482.0,16321,5,False,18,3,4,13,3,3,4,1,1,2.0
41,False,Travel_Rarely,Sales,2,4,Life Sciences,410,4,Male,3,4,Manager,2,Single,16015.0,15896,1,False,19,3,2,22,2,3,22,10,0,4.0
18,False,Travel_Rarely,Sales,10,3,Medical,411,4,Female,2,1,Sales Representative,3,Single,1200.0,9724,1,False,12,3,1,0,2,3,0,0,0,0.0
28,False,Travel_Rarely,Research & Development,16,2,Medical,412,2,Male,4,2,Healthcare Representative,1,Single,5661.0,4824,0,False,19,3,3,9,2,3,8,3,0,7.0
31,False,Travel_Rarely,Sales,7,3,Technical Degree,416,2,Male,4,2,Sales Executive,4,Married,6929.0,12241,4,False,11,3,2,10,3,2,8,7,7,7.0
39,False,Travel_Rarely,Research & Development,1,3,Medical,417,3,Male,4,3,Healthcare Representative,4,Divorced,9613.0,10942,0,False,17,3,1,19,5,2,18,10,3,7.0
36,False,Non_Travel,Research & Development,24,4,Life Sciences,419,2,Female,3,2,Laboratory Technician,2,Unknown,5674.0,6927,7,False,15,3,3,11,3,3,9,8,0,8.0
32,False,Travel_Rarely,Sales,7,3,Life Sciences,420,4,Male,2,2,Sales Executive,3,Married,5484.0,16985,1,False,14,3,3,13,3,2,13,8,4,8.0
38,False,Travel_Rarely,Research & Development,25,2,Life Sciences,421,1,Female,2,3,Research Director,2,Married,12061.0,26707,3,False,17,3,3,19,3,3,10,8,0,1.0
58,False,Non_Travel,Research & Development,1,4,Life Sciences,422,4,Male,1,2,Healthcare Representative,3,Divorced,5660.0,17056,2,True,13,3,4,12,2,3,5,3,1,2.0
31,False,Travel_Rarely,Research & Development,5,4,Technical Degree,423,3,Male,3,1,Research Scientist,4,Married,4821.0,10077,0,True,12,3,3,6,4,3,5,2,0,3.0
31,False,Travel_Rarely,Human Resources,2,3,Human Resources,424,1,Male,2,2,Human Resources,1,Married,6410.0,17822,3,False,12,3,4,9,1,3,2,2,1,0.0
45,False,Travel_Frequently,Research & Development,7,3,Life Sciences,425,1,Male,3,3,Laboratory Technician,1,Divorced,5210.0,20308,1,False,18,3,1,24,2,3,24,9,9,11.0
31,False,Travel_Rarely,Research & Development,2,4,Life Sciences,426,3,Male,3,1,Research Scientist,4,Divorced,2695.0,7747,0,True,18,3,2,3,2,1,2,2,2,2.0
33,False,Travel_Frequently,Research & Development,5,4,Life Sciences,428,4,Female,3,3,Manager,2,Married,11878.0,23364,6,False,11,3,2,12,2,3,10,6,8,8.0
39,False,Travel_Rarely,Research & Development,10,1,Medical,429,3,Male,3,4,Manager,1,Married,17068.0,5355,1,True,14,3,4,21,3,3,21,9,11,10.0
43,False,Travel_Frequently,Research & Development,10,4,Life Sciences,430,3,Female,3,1,Laboratory Technician,4,Unknown,2455.0,10675,0,False,19,3,1,9,5,3,8,7,1,3.0
49,False,Travel_Rarely,Research & Development,1,2,Technical Degree,431,3,Female,2,4,Healthcare Representative,3,Single,13964.0,17810,7,True,12,3,4,25,2,3,7,1,0,7.0
27,False,Travel_Rarely,Research & Development,5,3,Life Sciences,434,3,Female,3,1,Research Scientist,2,Single,2478.0,20938,1,True,12,3,2,4,2,2,4,3,1,2.0
32,False,Travel_Rarely,Sales,8,2,Technical Degree,436,3,Female,2,2,Sales Executive,2,Married,5228.0,24624,1,True,11,3,4,13,2,3,13,12,11,9.0
27,False,Travel_Rarely,Sales,2,3,Life Sciences,437,4,Male,3,2,Sales Executive,3,Single,4478.0,5242,1,True,11,3,1,5,3,3,5,4,0,4.0
31,False,Travel_Rarely,Sales,7,3,Marketing,438,4,Male,3,2,Sales Executive,4,Divorced,7547.0,7143,4,False,12,3,4,13,3,3,7,7,1,7.0
32,False,Travel_Rarely,Research & Development,2,4,Medical,439,1,Female,4,2,Research Scientist,4,Unknown,5055.0,10557,7,False,16,3,3,10,0,2,7,7,0,7.0
37,False,Travel_Rarely,Research & Development,28,2,Medical,441,4,Female,3,2,Research Scientist,4,Married,5775.0,11934,1,False,13,3,4,11,2,3,10,8,1,9.0
31,False,Travel_Frequently,Research & Development,7,2,Life Sciences,442,3,Female,2,3,Manufacturing Director,3,Married,8943.0,14034,1,False,24,4,1,10,2,3,10,9,8,9.0
39,False,Travel_Frequently,Research & Development,7,2,Medical,444,3,Male,2,5,Manager,4,Married,19272.0,21141,1,False,15,3,1,21,2,3,21,9,13,3.0
33,False,Travel_Frequently,Sales,10,3,Marketing,446,2,Male,2,2,Sales Executive,4,Single,4682.0,4317,3,False,14,3,3,9,6,2,7,7,0,1.0
47,False,Travel_Rarely,Research & Development,5,5,Life Sciences,447,4,Male,3,5,Research Director,3,Married,18300.0,16375,4,False,11,3,2,21,2,3,3,2,1,1.0
43,False,Travel_Frequently,Research & Development,10,4,Life Sciences,448,3,Female,2,2,Laboratory Technician,3,Divorced,5257.0,6227,1,False,11,3,2,9,3,4,9,7,0,0.0
27,False,Non_Travel,Sales,1,1,Marketing,449,3,Male,3,2,Sales Executive,2,Married,6349.0,22107,0,True,13,3,4,6,0,3,5,4,1,4.0
54,False,Travel_Frequently,Research & Development,20,4,Life Sciences,450,4,Female,3,2,Research Scientist,3,Single,4869.0,16885,3,False,12,3,4,20,4,2,4,3,0,3.0
43,False,Travel_Rarely,Research & Development,7,3,Life Sciences,451,3,Female,3,3,Healthcare Representative,1,Married,9985.0,9262,8,False,16,3,1,10,1,2,1,0,0,0.0
45,False,Travel_Rarely,Research & Development,8,4,Other,452,4,Male,3,2,Research Scientist,4,Married,3697.0,9278,9,False,14,3,1,12,3,3,10,9,9,8.0
40,False,Travel_Rarely,Sales,1,2,Medical,453,2,Male,1,2,Sales Executive,4,Married,7457.0,13273,2,True,22,4,3,6,2,2,4,3,0,2.0
29,False,Travel_Rarely,Research & Development,9,5,Other,455,2,Male,2,1,Laboratory Technician,4,Single,3983.0,7621,0,False,17,3,3,4,2,3,3,2,2,2.0
30,False,Travel_Rarely,Sales,5,3,Marketing,456,4,Female,2,2,Sales Executive,3,Divorced,6118.0,5431,1,False,13,3,3,10,2,3,10,9,1,2.0
27,False,Travel_Rarely,Sales,8,4,Marketing,458,2,Female,3,2,Sales Executive,2,Married,6214.0,3415,1,False,18,3,1,8,3,3,8,7,0,3.0
37,False,Travel_Rarely,Research & Development,5,2,Unknown,460,4,Male,3,2,Manufacturing Director,4,Divorced,6347.0,23177,7,False,16,3,3,8,2,2,6,2,0,3.0
38,False,Travel_Rarely,Research & Development,15,2,Life Sciences,461,3,Male,2,3,Research Director,4,Unknown,11510.0,15682,0,True,14,3,2,12,3,3,11,10,2,9.0
31,False,Travel_Rarely,Research & Development,7,4,Medical,462,3,Female,3,3,Manufacturing Director,4,Single,7143.0,25713,1,True,14,3,3,11,2,2,11,9,4,3.0
29,False,Travel_Rarely,Sales,10,1,Marketing,463,4,Female,2,2,Sales Executive,2,Divorced,8268.0,11866,1,True,14,3,1,7,2,3,7,7,1,7.0
35,False,Travel_Rarely,Research & Development,5,4,Technical Degree,464,3,Male,3,3,Manufacturing Director,3,Single,8095.0,18264,0,False,13,3,4,17,5,3,16,6,0,13.0
23,False,Travel_Rarely,Research & Development,26,1,Life Sciences,465,3,Male,3,1,Research Scientist,4,Divorced,2904.0,16092,1,False,12,3,3,4,3,2,4,2,0,2.0
41,False,Travel_Rarely,Research & Development,6,3,Medical,466,4,Male,2,2,Manufacturing Director,2,Single,6032.0,10110,6,True,15,3,4,8,3,3,5,4,1,2.0
47,False,Travel_Frequently,Sales,4,1,Medical,467,2,Male,3,2,Sales Representative,3,Single,2976.0,25751,3,False,19,3,1,5,3,3,0,0,0,0.0
42,False,Travel_Rarely,Research & Development,23,5,Life Sciences,468,1,Female,3,4,Research Director,4,Single,15992.0,15901,2,False,14,3,2,16,2,3,1,0,0,3.0
29,False,Non_Travel,Sales,2,3,Life Sciences,469,4,Male,3,2,Sales Executive,3,Married,4649.0,16928,1,False,14,3,1,4,3,2,4,3,0,2.0
42,False,Travel_Rarely,Human Resources,2,1,Technical Degree,470,3,Male,3,1,Human Resources,3,Divorced,2696.0,24017,0,True,11,3,3,4,5,3,3,2,1,0.0
32,False,Travel_Rarely,Research & Development,2,3,Medical,471,3,Female,3,1,Laboratory Technician,2,Married,2370.0,3956,1,False,13,3,3,8,4,3,8,0,0,7.0
48,False,Travel_Rarely,Sales,29,1,Medical,473,1,Female,3,3,Manager,3,Married,12504.0,23978,3,False,21,4,2,15,3,1,0,0,0,0.0
37,False,Travel_Rarely,Research & Development,6,3,Medical,474,3,Male,4,2,Research Scientist,1,Divorced,5974.0,17001,4,True,13,3,1,13,2,3,7,7,6,7.0
30,False,Non_Travel,Sales,25,2,Technical Degree,475,4,Female,3,2,Sales Executive,3,Married,4736.0,6069,7,True,12,3,2,4,2,4,2,2,2,2.0
26,False,Travel_Rarely,Sales,1,3,Life Sciences,476,3,Male,3,2,Sales Executive,3,Married,5296.0,20156,1,False,17,3,2,8,3,3,8,7,7,7.0
